company,destination,destination_level,origin,cohort_year,period,model,powertrain,units,basis,source_file
honda,BG,country,,2024,2024-01..2024-12,CIVIC,HEV,28,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,4,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,HONDA CR V,HEV,8,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,HONDA CRV,HEV,60,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,HONDA CRV,PHEV,4,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,HONDA HRV,HEV,20,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,HONDA ZRV,HEV,38,registrations,eea_honda_2024_final.json
honda,BG,country,,2024,2024-01..2024-12,JAZZ,HEV,12,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,CIVIC,HEV,15,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,1,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,CR-V,HEV,26,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,E:NY1,BEV,5,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,HR-V,HEV,81,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,JAZZ,HEV,5,registrations,eea_honda_2024_final.json
honda,CY,country,,2024,2024-01..2024-12,ZR-V,HEV,8,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,CIVIC,HEV,123,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,CIVIC 5DR,ICE,1,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,30,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,CR-V,HEV,604,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,CR-V,PHEV,64,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,HR-V,HEV,300,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,JAZZ,HEV,44,registrations,eea_honda_2024_final.json
honda,CZ,country,,2024,2024-01..2024-12,ZR-V,HEV,226,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,,HEV,3,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,,ICE,1,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,CIVIC,HEV,823,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,CIVIC,ICE,1,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,CIVIC SPORT,ICE,3,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,123,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,E:NY1,BEV,796,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,HONDA CR-V,HEV,1349,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,HONDA CR-V,ICE,2,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,HONDA CR-V,PHEV,267,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,HONDA E,BEV,4,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,HONDA HR-V,ICE,1,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,HR-V,HEV,1661,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,JAZZ,HEV,1173,registrations,eea_honda_2024_final.json
honda,DE,country,,2024,2024-01..2024-12,ZR-V,HEV,855,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,CIVIC E:HEV,HEV,35,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,CIVIC E:HEV,ICE,1,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,CR-V E:PHEV,PHEV,103,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,E:NY1,BEV,510,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,HR-V E:HEV,HEV,161,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,HR-V E:HEV,ICE,1,registrations,eea_honda_2024_final.json
honda,DK,country,,2024,2024-01..2024-12,JAZZ E:HEV,HEV,51,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,CIVIC,HEV,39,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,8,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,CR-V,HEV,217,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,CR-V,PHEV,25,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,E:NY1,BEV,3,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,HR-V,HEV,87,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,JAZZ,HEV,37,registrations,eea_honda_2024_final.json
honda,EE,country,,2024,2024-01..2024-12,ZR-V,HEV,119,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,CIVIC,HEV,922,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,46,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,CR-V,HEV,429,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,CR-V,PHEV,91,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,E:NY1,BEV,35,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,HONDA E,BEV,15,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,HR-V,HEV,1188,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,JAZZ,HEV,474,registrations,eea_honda_2024_final.json
honda,ES,country,,2024,2024-01..2024-12,ZR-V,HEV,644,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,CIVIC,HEV,22,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,1,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,CR-V,HEV,57,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,CR-V,PHEV,37,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,E:NY1,BEV,2,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,HR-V,HEV,21,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,JAZZ,HEV,33,registrations,eea_honda_2024_final.json
honda,FI,country,,2024,2024-01..2024-12,ZR-V,HEV,30,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,CIVIC,HEV,1190,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,5,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,CR-V,HEV,149,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,CR-V,PHEV,167,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,E:NY1,BEV,437,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,HR-V,HEV,1265,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,JAZZ,HEV,814,registrations,eea_honda_2024_final.json
honda,FR,country,,2024,2024-01..2024-12,ZR-V,HEV,760,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,CIVIC,HEV,42,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,CIVIC TYPE R,HEV,1,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,9,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,CR-V,HEV,44,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,CR-V,PHEV,7,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,E:NY1,BEV,29,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,HR-V,HEV,136,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,JAZZ,HEV,114,registrations,eea_honda_2024_final.json
honda,GR,country,,2024,2024-01..2024-12,ZR-V,HEV,57,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,CIVIC,HEV,30,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,5,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,CR-V,HEV,49,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,CR-V,PHEV,6,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,HONDA E,BEV,1,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,HR-V,HEV,27,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,JAZZ,HEV,10,registrations,eea_honda_2024_final.json
honda,HR,country,,2024,2024-01..2024-12,ZR-V,HEV,34,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,CIVIC,HEV,140,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,5,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,CR-V,HEV,119,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,CR-V,PHEV,29,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,E:NY1,BEV,96,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,HONDA E,BEV,3,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,HR-V,HEV,179,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,JAZZ,HEV,60,registrations,eea_honda_2024_final.json
honda,HU,country,,2024,2024-01..2024-12,ZR-V,HEV,104,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,CIVIC,HEV,61,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,3,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,CR-V,HEV,10,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,CR-V,PHEV,39,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,E:NY1,BEV,5,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,HONDA E,BEV,1,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,HR-V,HEV,18,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,JAZZ,HEV,83,registrations,eea_honda_2024_final.json
honda,IE,country,,2024,2024-01..2024-12,ZR-V,HEV,23,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,CIVIC,HEV,440,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,52,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,CR-V,HEV,841,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,CR-V,PHEV,76,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,HR-V,HEV,3188,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,JAZZ,HEV,1262,registrations,eea_honda_2024_final.json
honda,IT,country,,2024,2024-01..2024-12,ZR-V,HEV,1588,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,CIVIC,HEV,10,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,CIVIC TYPE-R,ICE,5,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,CR-V,HEV,55,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,CR-V,PHEV,8,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,HR-V,HEV,38,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,JAZZ,HEV,19,registrations,eea_honda_2024_final.json
honda,LT,country,,2024,2024-01..2024-12,ZR-V,HEV,24,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,CIVIC,HEV,38,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,17,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,CR-V,HEV,39,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,CR-V,PHEV,4,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,E:NY1,BEV,19,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,HR-V,HEV,28,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,JAZZ,HEV,21,registrations,eea_honda_2024_final.json
honda,LU,country,,2024,2024-01..2024-12,ZR-V,HEV,31,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,CIVIC,HEV,5,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,2,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,CR-V,HEV,63,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,CR-V,PHEV,5,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,E:NY1,BEV,1,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,HRV,HEV,25,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,JAZZ,HEV,5,registrations,eea_honda_2024_final.json
honda,LV,country,,2024,2024-01..2024-12,ZR-V,HEV,25,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,CIVIC,HEV,3,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,CR-V,HEV,1,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,CR-V,PHEV,1,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,E NY1,BEV,11,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,HR-V,HEV,1,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,JAZZ,HEV,9,registrations,eea_honda_2024_final.json
honda,MT,country,,2024,2024-01..2024-12,ZR-V,HEV,4,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,CIVIC,HEV,202,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,1,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,CR-V,HEV,60,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,CR-V,PHEV,117,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,E:NY1,BEV,118,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,HR-V,HEV,311,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,JAZZ,HEV,218,registrations,eea_honda_2024_final.json
honda,NL,country,,2024,2024-01..2024-12,ZR-V,HEV,56,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,CIVIC,HEV,423,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,51,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,CR-V,HEV,997,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,CR-V,PHEV,133,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,HR-V,HEV,1604,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,JAZZ,HEV,199,registrations,eea_honda_2024_final.json
honda,PL,country,,2024,2024-01..2024-12,ZR-V,HEV,608,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,CIVIC,HEV,11,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,18,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,CR-V,HEV,19,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,CR-V,PHEV,61,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,E:NY1,BEV,34,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,HR-V,HEV,410,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,JAZZ,HEV,133,registrations,eea_honda_2024_final.json
honda,PT,country,,2024,2024-01..2024-12,ZR-V,HEV,41,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,CIVIC,HEV,283,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,19,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,CR-V,HEV,360,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,CR-V,PHEV,29,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,E:NY1,BEV,3,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,HR-V,HEV,234,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,JAZZ,HEV,28,registrations,eea_honda_2024_final.json
honda,RO,country,,2024,2024-01..2024-12,ZR-V,HEV,142,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,CIVIC,HEV,116,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,12,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,CR-V,HEV,113,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,CR-V,PHEV,43,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,E:NY1,BEV,326,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,HR-V,HEV,207,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,JAZZ,HEV,120,registrations,eea_honda_2024_final.json
honda,SE,country,,2024,2024-01..2024-12,ZR-V,HEV,58,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,CIVIC / 5 VRAT / 2.0 / HEV,HEV,54,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,CIVIC / 5 VRAT / 2.0 / TYPE R,ICE,1,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,CR-V / 2.0 / 4WD / E-CVT / HIBRID,HEV,1,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,CR-V / 2.0 / FHEV / AVT / 2WD,HEV,17,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,CR-V / 2.0 / FHEV / AVT / 4WD,HEV,42,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,CR-V / 2.0 / PHEV / AVT / 2WD,PHEV,2,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,HR-V / 1.5 / E-CVT / FHEV,HEV,39,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,HR-V / 1.5 / E-CVT FHEV,HEV,2,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,JAZZ / 1.5 / HIBRID,HEV,5,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,JAZZ / 1.5 / HIBRID / CROSS,HEV,8,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,JAZZ / 1.5 / HIBRID CROSS,HEV,4,registrations,eea_honda_2024_final.json
honda,SI,country,,2024,2024-01..2024-12,ZR-V / 2.0 / EHEV / AVT /,HEV,71,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,CIVIC,HEV,44,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,CIVIC 5DR,ICE,1,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,CIVIC TYPE R,ICE,6,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,CR-V,HEV,232,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,CR-V,PHEV,26,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,HR-V,HEV,188,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,HR-V.,HEV,1,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,JAZZ,HEV,31,registrations,eea_honda_2024_final.json
honda,SK,country,,2024,2024-01..2024-12,ZR-V,HEV,137,registrations,eea_honda_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,BAYON,HEV,60,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,BAYON,ICE,705,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,G70 GENESIS G70,ICE,1,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,G90 GENESIS G90,HEV,2,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,GV70 GENESIS GV70,BEV,1,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,GV70 GENESIS GV70,ICE,1,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,I 30,HEV,324,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,I 30,ICE,1631,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,I 30 N,ICE,17,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,I10,ICE,1575,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,I20,ICE,2058,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,I20 N,ICE,42,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,IONIQ5,BEV,144,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,IONIQ5 N,BEV,77,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,IONIQ6,BEV,51,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,KONA KAUAI,BEV,527,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,KONA KAUAI,HEV,630,registrations,eea_hyundai_2024_final.json
hyundai,AT,country,,2024,2024-01..2024-12,KONA KAUAI,ICE,451,registrations,eea_hyundai_2024_final.json
