company_id,gem_location_id,plant_name,country,role,phase,share,share_basis,sentence,source_url,source_id
kansai,L100000100038,Bluewaters power station,AU,equity_owner,operation,,equity_share,"Financing Financing for Kansai Electric Power and Sumitomo Corporation's acquisition of the power station in 2013 came in the form of A$922 million debt provided by a banking consortium comprising ANZ, Bank of Ireland, BayernLB, BBVA, BNP Paribas, Dexia Group, DZ Bank, GE Energy Financial Services, Intesa Sanpaolo, KBC Bank, NAB, OCBC Bank, Portigon, Societe Generale and Westpac Articles and Resou",https://www.gem.wiki/Bluewaters_power_station,gem_wiki
kansai,L100000102714,Tanjung Jati B power station,ID,equity_owner,operation,,equity_share,"US$838.81 million in equity is being provided by Sumitomo Corporation, Kansai Electric Power, and PT United Tractors.",https://www.gem.wiki/Tanjung_Jati_B_power_station,gem_wiki
kepco,L100000102814,Cirebon power station,ID,equity_owner,operation,,equity_share,"US$255 million in equity was provided by KEPCO, Marubeni, PT Tripatra Engineers & Constructors, and ST International.",https://www.gem.wiki/Cirebon_power_station,gem_wiki
kepco,L100000406784,Egbin power station,NG,equity_owner,operation,0.51,equity_share,"In 2007 , KEPCO Energy Resources offered to pay US $280 million to acquire 51 percent of the power plant.",https://www.gem.wiki/Egbin_power_station,gem_wiki
kepco,L100000100681,Jiaozuo Wuzhi-1 Cogen power station,CN,equity_owner,operation,,equity_share,"The plant was completed in 2006, and is owned by KEPCO.",https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station,gem_wiki
kepco,L100000103396,Kepco Sendou power station,SN,equity_owner,operation,,equity_share,The government said it was looking for a new partner to pick up where KEPCO left off.,https://www.gem.wiki/Kepco_Sendou_power_station,gem_wiki
kepco,L100000100066,Maheshkhali power station (KEPCO),BD,equity_owner,operation,,equity_share,"In August 2017, it was reported that the BPDB had signed memoranda of understandings to build four coal-fired power plants of 1320 MW each at the Maheshkhali power complex, with China Huadian, a Malaysian Consortium of Tenaga Nasional Berhad, Korean KEPCO, and China SEPCO: *Maheshkhali power station (BPDB/TNB) (Malaysian Consortium) *Maheshkhali power station (Huadian) *Maheshkhali power station (",https://www.gem.wiki/Maheshkhali_power_station_(KEPCO),gem_wiki
kepco,L100000104345,Nghi Son coal power station,VN,equity_owner,operation,,equity_share,"Nghi Sơn-2 In March 2013, the Vietnamese Ministry of Industry and Trade awarded a build-operate-transfer (BOT) contract for the 1,320 MW gross (1,200-MW net) Nghi Sơn-2 coal-fired power plant to a consortium consisting of Marubeni Corporation and Korea Electric Power Company (KEPCO).",https://www.gem.wiki/Nghi_Son_coal_power_station,gem_wiki
kepco,L100000405308,Palua Indah power station,MY,equity_owner,operation,,equity_share,The project sponsors Worldwide Holdings and KEPCO provided the remaining MYR 600 million in equity.,https://www.gem.wiki/Palua_Indah_power_station,gem_wiki
kepco,L100000103201,Panay power plant (Kepco),PH,equity_owner,operation,,equity_share,"KEPCO is part owner of SPC Power Corp., the mother unit of SPC Island Power Corp. which bought PDPP and the Bohol diesel fired power plant in 2008 for US$5 million.",https://www.gem.wiki/Panay_power_plant_(Kepco),gem_wiki
kepco,L100000104339,Quang Tri power station,VN,equity_owner,operation,,equity_share,"The contract was a Build, Operate, Transfer (BOT) contract, meaning KEPCO will likely invest equity in the project.",https://www.gem.wiki/Quang_Tri_power_station,gem_wiki
kepco,L100000102785,Tabalong power station,ID,equity_owner,operation,,equity_share,"Tanjung Power, the project's developer, is a joint venture between Adaro Indonesia and Korea East-West Power (a subsidiary of Korea Electric Power Corporation, or KEPCO).",https://www.gem.wiki/Tabalong_power_station,gem_wiki
kepco,L100000104310,Vung Ang power station,VN,equity_owner,operation,0.4,equity_share,"Debt financing from JBIC, KEXIM and Japanese commercial banks In October 2020, the board of KEPCO decided to invest US$189 million for the acquisition of a 40% stake in the proposed project alongside Mitsubishi’s Diamond Generating Asia and Chugoku Electric Power which have 40% and 20% stakes respectively.",https://www.gem.wiki/Vung_Ang_power_station,gem_wiki
kexim,L100000102814,Cirebon power station,ID,lender,finance,0.66,debt_share,The export credit agencies Japan Bank for International Cooperation (JBIC) and the Export–Import Bank of Korea (Kexim) will provide 66% of project debt (US$1.148 billion).,https://www.gem.wiki/Cirebon_power_station,gem_wiki
kexim,L100000104335,Mong Duong power station,VN,lender,finance,0.4,debt_share,"Location Table 1: Project-level location details Unit-level coordinates (WGS 84): * Phase 1 Unit 1, Phase 1 Unit 2, Phase 2 Unit 1, Phase 2 Unit 2 : 21.07324, 107.34847 Project Details Table 2: Unit-level details Table 3: Unit-level ownership and operator details Project-level coal details * Coal source(s) : domestic/imported Financing * Source of financing: Mông Dương-1: Export-Import Bank of Kor",https://www.gem.wiki/Mong_Duong_power_station,gem_wiki
kexim,L100000104310,Vung Ang power station,VN,lender,finance,,debt_share,"Debt financing from JBIC, KEXIM and Japanese commercial banks In October 2020, the board of KEPCO decided to invest US$189 million for the acquisition of a 40% stake in the proposed project alongside Mitsubishi’s Diamond Generating Asia and Chugoku Electric Power which have 40% and 20% stakes respectively.",https://www.gem.wiki/Vung_Ang_power_station,gem_wiki
khi,L100000102695,Asahimas Chemical power station,ID,equipment_supplier,construction,,scope_share,"In April 2016 Kawasaki Heavy Industries said it had received an order from Taiwanese company Formosa Heavy Industries Corp. (FHI) for two 150 MW class steam turbine power generation facilities, to install at an Asahi Glass factory in Indonesia.",https://www.gem.wiki/Asahimas_Chemical_power_station,gem_wiki
komipo,L100000102814,Cirebon power station,ID,equity_owner,operation,0.275,equity_share,"CEP is a joint venture between four companies: Japan-owned Marubeni Corporation (32.5%), Korea Midland Power Co (27.5%), South Korean company Samtan Co Ltd (20%) and Indonesian company PT Indika Energy (a subsidiary of the Indika Group) (20%).",https://www.gem.wiki/Cirebon_power_station,gem_wiki
kospo,L100000408878,Trumbull Energy Center power station,US,equity_owner,operation,,equity_share,"Trumbull Energy Center stands on contributions from three equity sponsors: Korea Southern Power Company (KOSPO), Siemens Energy, and Korea Overseas Infrastructure and Urban Development (KIND).",https://www.gem.wiki/Trumbull_Energy_Center_power_station,gem_wiki
ksure,L100000104335,Mong Duong power station,VN,eca_cover,finance,,cover_share,"Korea Trade Insurance Corporation (K-Sure) provided US$839 million in coverage for the portion of the financing provided by private banks, leaving US$280 million uninsured.",https://www.gem.wiki/Mong_Duong_power_station,gem_wiki
marubeni,L100000102814,Cirebon power station,ID,equity_owner,operation,0.325,equity_share,"CEP is a joint venture between four companies: Japan-owned Marubeni Corporation (32.5%), Korea Midland Power Co (27.5%), South Korean company Samtan Co Ltd (20%) and Indonesian company PT Indika Energy (a subsidiary of the Indika Group) (20%).",https://www.gem.wiki/Cirebon_power_station,gem_wiki
marubeni,L100000104345,Nghi Son coal power station,VN,equity_owner,operation,,equity_share,"Nghi Sơn-1 In June 2010, project sponsor Electricity of Vietnam awarded the construction contract for the 600-MW, $1.2 billion Nghi Sơn-1 coal-fired power plant to Japan's Marubeni Corporation.",https://www.gem.wiki/Nghi_Son_coal_power_station,gem_wiki
marubeni,L100000405444,O Mon Power Complex,VN,equity_owner,operation,,equity_share,The Vietracimex - Marubeni consortium is planning to raise equity of approximately 6.11 trillion Vietnamese dong and finance the remaining 24.45 trillion Vietnamese dong with commercial loans.,https://www.gem.wiki/O_Mon_Power_Complex,gem_wiki
marubeni,L100000405276,PLTGU Jawa-1 power station,ID,equity_owner,operation,,equity_share,"The PT Jawa Satu Power special purpose vehicle comprising PT Pertamina (Persero), Marubeni, and Sojitz made an equity investment of US$463 million.",https://www.gem.wiki/PLTGU_Jawa-1_power_station,gem_wiki
marubeni,L100000103166,Pagbilao power station,PH,equity_owner,operation,,equity_share,"Table 3: Unit-level ownership and operator details Project-level coal details * Coal source(s) : imported Financing * Source of financing: 70% bank loans; 30% equity : Banco De Oro (BDO), Bank of the Philippine Islands (BPI), China Bank, First Metro Investment Corporation (FIC), PNB Capital, Philippine Savings Bank (PSB), and SB Capital Investment Corporation (SBC) (US$750 million total); US$250 m",https://www.gem.wiki/Pagbilao_power_station,gem_wiki
mhi,L100000405372,Chonburi Ng Project power station,TH,epc_contractor,construction,,contract_share,"They announced that Mitsubishi Hitachi Power Systems, Ltd. will be the engineering, procurement and construction (EPC) contractor.",https://www.gem.wiki/Chonburi_Ng_Project_power_station,gem_wiki
mhi,L100000405372,Chonburi Ng Project power station,TH,equipment_supplier,construction,,scope_share,"In December 2019, Mitsubishi Hitachi Power Systems shipped the first eight turbines to Bangkok, four for this plant and four for the Rayong Gulf PD power station.",https://www.gem.wiki/Chonburi_Ng_Project_power_station,gem_wiki
mhi,L100000103166,Pagbilao power station,PH,epc_contractor,construction,,contract_share,"In June 2014, the plant's owners announced that Japan's Mitsubishi Hitachi Power Systems and Korea's Daelim Industrial would be constructing the plant.",https://www.gem.wiki/Pagbilao_power_station,gem_wiki
mhi,L100000405416,Rayong Gulf PD power station,TH,epc_contractor,construction,,contract_share,"Mitsubishi Hitachi Power Systems, Ltd. will be the engineering, procurement and construction (EPC) contractor.",https://www.gem.wiki/Rayong_Gulf_PD_power_station,gem_wiki
mhi,L100000406884,Sirdaryo II power station,UZ,equipment_supplier,construction,,scope_share,Mitsubishi Power will provide two gas turbines M701JAC for the plant.,https://www.gem.wiki/Sirdaryo_II_power_station,gem_wiki
mitsubishi_corp,L100000100183,Cochrane power station,CL,equity_owner,operation,,equity_share,US$295 million in equity was provided by AES Corporation and Mitsubishi Corporation.,https://www.gem.wiki/Cochrane_power_station,gem_wiki
mitsubishi_corp,L100000103537,Ho-Ping power station,TW,equity_owner,operation,,equity_share,"It is operated by the Ho-Ping Power Company (和平電力股份有限公司), a joint venture established by the Taiwan Cement Corporation (TCC), the CLP Group, and Mitsubishi Corporation Energy Solutions.",https://www.gem.wiki/Ho-Ping_power_station,gem_wiki
mitsubishi_corp,L100000104310,Vung Ang power station,VN,equity_owner,operation,1.0,equity_share,The company OneEnergy was previously a 50:50 joint venture between CLP Holdings (headquartered in Hong Kong) and Mitsubishi Corp.’s 100% subsidiary Diamond Generating Asia (DGA).,https://www.gem.wiki/Vung_Ang_power_station,gem_wiki
mitsui,L100000103015,Jimah East power station,MY,equity_owner,operation,0.3,equity_share,TNB held a 70% stake in JEP while Mitsui & Co Ltd owned the remaining 30% through 3B Power.,https://www.gem.wiki/Jimah_East_power_station,gem_wiki
mitsui,L100000103761,Rugeley power station,GB,equity_owner,operation,,equity_share,Rugeley Power Station is jointly owned by ENGIE (75%) and Mitsui & Co.,https://www.gem.wiki/Rugeley_power_station,gem_wiki
mitsui,L100000103053,Safi power station,MA,equity_owner,operation,,equity_share,"US$520 million in equity was provided by Nareva Holding, Engie, and Mitsui & Co.",https://www.gem.wiki/Safi_power_station,gem_wiki
nexi,L100000102814,Cirebon power station,ID,eca_cover,finance,,cover_share,The commercial bank loans are being insured by Kexim and the Nippon Export and Investment Insurance (NEXI).,https://www.gem.wiki/Cirebon_power_station,gem_wiki
nexi,L100000405276,PLTGU Jawa-1 power station,ID,lender,finance,,debt_share,"Five commercial banks contributed a US$403 million loan, a finance package covered by Nippon Export and Investment Insurance.",https://www.gem.wiki/PLTGU_Jawa-1_power_station,gem_wiki
nexi,L100000406357,Reliance Meghnaghat power station,BD,eca_cover,finance,,cover_share,The state-owned Nippon Export and Investment Insurance is guaranteeing the private sector loans along with JERA's stake in the power plant.,https://www.gem.wiki/Reliance_Meghnaghat_power_station,gem_wiki
nexi,L100000406357,Reliance Meghnaghat power station,BD,lender,finance,,debt_share,"NEXI noted that it was covering US$177 million in loans provided collectively by the following commercial banks: Mizuho, Sumitomo Mitsui Banking Corporation, MUFG, and Societe Generale.",https://www.gem.wiki/Reliance_Meghnaghat_power_station,gem_wiki
nexi,L100000103053,Safi power station,MA,eca_cover,finance,,cover_share,The private banks participating in the financing package received insurance coverage from Nippon Export and Investment Insurance.,https://www.gem.wiki/Safi_power_station,gem_wiki
nexi,L100000406884,Sirdaryo II power station,UZ,eca_cover,finance,,cover_share,Nippon Export and Investment Insurance (NEXI) will provide insurance for the loan from the private financial institutions .,https://www.gem.wiki/Sirdaryo_II_power_station,gem_wiki
nexi,L100000102714,Tanjung Jati B power station,ID,eca_cover,finance,,cover_share,Nippon Export and Investment Insurance (NEXI) provided insurance for the private bank loans.,https://www.gem.wiki/Tanjung_Jati_B_power_station,gem_wiki
samsung_ct,L100000104310,Vung Ang power station,VN,epc_contractor,construction,,contract_share,"KEPCO's participation is subject to official approval from the Vietnamese government and would see Samsung C&T and Doosan Heavy Industries joining the project as the engineering, procurement and construction contractors.",https://www.gem.wiki/Vung_Ang_power_station,gem_wiki
shikoku,L100000104310,Vung Ang power station,VN,equity_owner,operation,0.15,equity_share,In December 2021 Shikoku Electric purchased a 15% share in the project from Mitsubishi for 10 billion yen (USD 87 million).,https://www.gem.wiki/Vung_Ang_power_station,gem_wiki
sojitz,L100000405276,PLTGU Jawa-1 power station,ID,equity_owner,operation,,equity_share,"The PT Jawa Satu Power special purpose vehicle comprising PT Pertamina (Persero), Marubeni, and Sojitz made an equity investment of US$463 million.",https://www.gem.wiki/PLTGU_Jawa-1_power_station,gem_wiki
sojitz,L100000406884,Sirdaryo II power station,UZ,equity_owner,operation,0.19,equity_share,"Ownership As stated on the IFC website in October 2022, the project ownership shares are as follows: EDF - 33.3%, Nebras - 33.3 %, Sojitz - 19% and Kyuden 14.3%.",https://www.gem.wiki/Sirdaryo_II_power_station,gem_wiki
sumitomo_corp,L100000103010,Ambatovy Nickel power station,MG,equity_owner,operation,,equity_share,"In 2015, partner SNC-Lavalin sold its participation in Ambatovy’s capital to Sumitomo Corporation.",https://www.gem.wiki/Ambatovy_Nickel_power_station,gem_wiki
sumitomo_corp,L100000100038,Bluewaters power station,AU,equity_owner,operation,,equity_share,"Financing Financing for Kansai Electric Power and Sumitomo Corporation's acquisition of the power station in 2013 came in the form of A$922 million debt provided by a banking consortium comprising ANZ, Bank of Ireland, BayernLB, BBVA, BNP Paribas, Dexia Group, DZ Bank, GE Energy Financial Services, Intesa Sanpaolo, KBC Bank, NAB, OCBC Bank, Portigon, Societe Generale and Westpac Articles and Resou",https://www.gem.wiki/Bluewaters_power_station,gem_wiki
sumitomo_corp,L100000102714,Tanjung Jati B power station,ID,equity_owner,operation,,equity_share,"US$838.81 million in equity is being provided by Sumitomo Corporation, Kansai Electric Power, and PT United Tractors.",https://www.gem.wiki/Tanjung_Jati_B_power_station,gem_wiki
sumitomo_corp,L100000104316,Van Phong power station,VN,equity_owner,operation,,equity_share,"Location Table 1: Project-level location details Unit-level coordinates (WGS 84): * Phase 1 Unit 1, Phase 1 Unit 2, Phase 2 Unit 1, Phase 2 Unit 2 : 12.47704, 109.29244 Project Details Table 2: Unit-level details Table 3: Unit-level ownership and operator details Project-level coal details * Coal source(s) : imported Background In January 2011, the Van Phong Economic Zone Management Authority appr",https://www.gem.wiki/Van_Phong_power_station,gem_wiki
toshiba,L100000103015,Jimah East power station,MY,equipment_supplier,construction,,scope_share,The project would use IHI ultra-supercritical technology steam generator and two units of Toshiba turbo generator.,https://www.gem.wiki/Jimah_East_power_station,gem_wiki
toyota_tsusho,L100000103197,Kamanga power station,PH,equity_owner,operation,0.25,equity_share,"In 2012, Toyota Tsusho purchased a 25% stake in SEC and provided $25 million twoard the construction of Unit 1.",https://www.gem.wiki/Kamanga_power_station,gem_wiki
