company_id,gem_unit_id,gem_location_id,plant_name,country,role_tier2,share,from_year,to_year,role_as_stated,role_source_key,role_source_url,role_quote,share_source_key,share_source_url,share_quote,accessed_date,note
kepco,,L100000405308,Palua Indah power station,MY,sponsor_award,,,,"Awarded Pulau Indah Combined Cycle Power Plant (1,200 MW)",kepco_overseas_overview,https://www.kepco.co.kr/eng/business/overseas/business-overview.do,"Awarded Pulau Indah Combined Cycle Power Plant (1,200 MW)",,,,2026-09-07,"KEPCO's own overseas history list states an award, which is a sponsor's development role; it states neither an equity share nor an O&M contract for this project"
kepco,,L100000103181,Naga power station (Cebu),PH,sponsor_award,,,,Awarded Cebu Coal-fired Power Plant (200 MW),kepco_overseas_overview,https://www.kepco.co.kr/eng/business/overseas/business-overview.do,Awarded Cebu Coal-fired Power Plant (200 MW),,,,2026-09-07,"KEPCO's own overseas history list states an award, which is a sponsor's development role; it states neither an equity share nor an O&M contract for this project"
kepco,,L100000405342,Ilijan power station,PH,om_contract,,,,Ilijan Power Plant Construction & Operation Project (612 MW),kepco_overseas_overview,https://www.kepco.co.kr/eng/business/overseas/business-overview.do,1996 Philippines Ilijan Power Plant Construction & Operation Project (612 MW),,,,2026-09-07,"KEPCO's own history list names this project as a construction and operation project, so an operation role is stated; no share is given"
kepco,,L100000406784,Egbin power station,NG,equity_direct,,,,"Acquired equity and O&M rights for Egbin Power Plant (1,320 MW)",kepco_overseas_overview,https://www.kepco.co.kr/eng/business/overseas/business-overview.do,"2013 Nigeria Acquired equity and O&M rights for Egbin Power Plant (1,320 MW)",,,,2026-09-07,KEPCO's own history list states it acquired equity; the page gives no percentage
kepco,,L100000406784,Egbin power station,NG,om_contract,,,,"Acquired equity and O&M rights for Egbin Power Plant (1,320 MW)",kepco_overseas_overview,https://www.kepco.co.kr/eng/business/overseas/business-overview.do,"2013 Nigeria Acquired equity and O&M rights for Egbin Power Plant (1,320 MW)",,,,2026-09-07,KEPCO's own history list states it acquired O&M rights
kepco,G100000110670,,Vung Ang power station Phase 2 Unit 1,VN,equity_direct,0.4,2020,,companies owning the Vung Ang II coal power plant,banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",2026-09-07,"the tracker's own owner field names only the project company (Vung Ang 2 Thermal Power JSC) and CLP Holdings as parent, so this register row is what brings the Korean and Japanese sponsors onto these units; Mitsubishi later sold 15 % to Shikoku Electric (reported by VIR, not yet on file, so no Shikoku row)"
kepco,G100000110671,,Vung Ang power station Phase 2 Unit 2,VN,equity_direct,0.4,2020,,companies owning the Vung Ang II coal power plant,banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",2026-09-07,"the tracker's own owner field names only the project company (Vung Ang 2 Thermal Power JSC) and CLP Holdings as parent, so this register row is what brings the Korean and Japanese sponsors onto these units; Mitsubishi later sold 15 % to Shikoku Electric (reported by VIR, not yet on file, so no Shikoku row)"
mitsubishi_corp,G100000110670,,Vung Ang power station Phase 2 Unit 1,VN,equity_direct,0.4,2020,,companies owning the Vung Ang II coal power plant,banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",2026-09-07,"the tracker's own owner field names only the project company (Vung Ang 2 Thermal Power JSC) and CLP Holdings as parent, so this register row is what brings the Korean and Japanese sponsors onto these units; Mitsubishi later sold 15 % to Shikoku Electric (reported by VIR, not yet on file, so no Shikoku row)"
mitsubishi_corp,G100000110671,,Vung Ang power station Phase 2 Unit 2,VN,equity_direct,0.4,2020,,companies owning the Vung Ang II coal power plant,banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",2026-09-07,"the tracker's own owner field names only the project company (Vung Ang 2 Thermal Power JSC) and CLP Holdings as parent, so this register row is what brings the Korean and Japanese sponsors onto these units; Mitsubishi later sold 15 % to Shikoku Electric (reported by VIR, not yet on file, so no Shikoku row)"
chugoku,G100000110670,,Vung Ang power station Phase 2 Unit 1,VN,equity_direct,0.2,2020,,companies owning the Vung Ang II coal power plant,banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",2026-09-07,"the tracker's own owner field names only the project company (Vung Ang 2 Thermal Power JSC) and CLP Holdings as parent, so this register row is what brings the Korean and Japanese sponsors onto these units; Mitsubishi later sold 15 % to Shikoku Electric (reported by VIR, not yet on file, so no Shikoku row)"
chugoku,G100000110671,,Vung Ang power station Phase 2 Unit 2,VN,equity_direct,0.2,2020,,companies owning the Vung Ang II coal power plant,banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",banktrack_vung_ang_ii,https://www.banktrack.org/project/vung_ang_ii_thermal_power_plant_vietnam,"As of May 2020, the companies owning the Vung Ang II coal power plant are Mitsubishi Corporation (40%), KEPCO (40%) and Chugoku (20%).",2026-09-07,"the tracker's own owner field names only the project company (Vung Ang 2 Thermal Power JSC) and CLP Holdings as parent, so this register row is what brings the Korean and Japanese sponsors onto these units; Mitsubishi later sold 15 % to Shikoku Electric (reported by VIR, not yet on file, so no Shikoku row)"
kepco,G100000100538,,Banten Suralaya power station Unit 09 (Jawa 9),ID,equity_direct,0.15,2020,,purchase of a 15% stake in Jawa-9 and Jawa-10,gem_wiki_banten_suralaya,https://www.gem.wiki/Banten_Suralaya_power_station,"In June 2020 KEPCO's directors approved the US$51 million purchase of a 15% stake in Jawa-9 and Jawa-10. Once completed the ownership of the two plants will be PT PLT 50%, PT Barito Pacific 34%, and KEPCO 15%.",gem_wiki_banten_suralaya,https://www.gem.wiki/Banten_Suralaya_power_station,"In June 2020 KEPCO's directors approved the US$51 million purchase of a 15% stake in Jawa-9 and Jawa-10. Once completed the ownership of the two plants will be PT PLT 50%, PT Barito Pacific 34%, and KEPCO 15%.",2026-09-07,"the tracker's owner field for these units names only PLN and Barito Pacific, so this register row brings KEPCO onto Jawa 9 and 10"
doosan_enerbility,G100000100538,,Banten Suralaya power station Unit 09 (Jawa 9),ID,epc_unspecified,,,,Doosan ... would begin construction of Jawa-9 and Jawa-10,gem_wiki_banten_suralaya,https://www.gem.wiki/Banten_Suralaya_power_station,In September 2018 it was reported that Doosan Heavy Industries and Construction from South Korea along with Indo Raya Tenaga (IRT) would begin construction of Jawa-9 and Jawa-10 in early 2019.,,,,2026-09-07,"press report as compiled by the GEM wiki, not Doosan's own release: treat as unverified until the contractor's announcement is on file"
kepco,G100000113472,,Banten Suralaya power station Unit 10 (Jawa 10),ID,equity_direct,0.15,2020,,purchase of a 15% stake in Jawa-9 and Jawa-10,gem_wiki_banten_suralaya,https://www.gem.wiki/Banten_Suralaya_power_station,"In June 2020 KEPCO's directors approved the US$51 million purchase of a 15% stake in Jawa-9 and Jawa-10. Once completed the ownership of the two plants will be PT PLT 50%, PT Barito Pacific 34%, and KEPCO 15%.",gem_wiki_banten_suralaya,https://www.gem.wiki/Banten_Suralaya_power_station,"In June 2020 KEPCO's directors approved the US$51 million purchase of a 15% stake in Jawa-9 and Jawa-10. Once completed the ownership of the two plants will be PT PLT 50%, PT Barito Pacific 34%, and KEPCO 15%.",2026-09-07,"the tracker's owner field for these units names only PLN and Barito Pacific, so this register row brings KEPCO onto Jawa 9 and 10"
doosan_enerbility,G100000113472,,Banten Suralaya power station Unit 10 (Jawa 10),ID,epc_unspecified,,,,Doosan ... would begin construction of Jawa-9 and Jawa-10,gem_wiki_banten_suralaya,https://www.gem.wiki/Banten_Suralaya_power_station,In September 2018 it was reported that Doosan Heavy Industries and Construction from South Korea along with Indo Raya Tenaga (IRT) would begin construction of Jawa-9 and Jawa-10 in early 2019.,,,,2026-09-07,"press report as compiled by the GEM wiki, not Doosan's own release: treat as unverified until the contractor's announcement is on file"
doosan_enerbility,,L100000104315,Song Hau Thermal Power Plant,VN,epc_lead,1.0,2015,,main EPC contractor,doosan_song_hau_1_epc,https://www.doosanenerbility.com/en/about/news_board_view?id=12861&page=9&pageSize=9,"As the main EPC contractor, Doosan will supply the main equipment of the plant including boilers and turbines, including the balance of plant components.",doosan_song_hau_1_epc,https://www.doosanenerbility.com/en/about/news_board_view?id=12861&page=9&pageSize=9,"As the main EPC contractor, Doosan will supply the main equipment of the plant including boilers and turbines, including the balance of plant components.",2026-09-07,"Doosan's own release: sole main EPC contractor, so the contract share is 1"
sumitomo_corp,G100000110552,L100000104316,Van Phong power station Phase 1 Unit 1,VN,equity_direct,1.0,2019,,involved through its wholly-owned subsidiary Van Phong Power Company Limited,sumitomo_van_phong_1,https://www.sumitomocorp.com/en/jp/news/release/2019/group/12310,Sumitomo Corporation ... recently commenced construction in Vietnam on the Van Phong 1 coal-fired power project ... in which it is involved through its wholly-owned subsidiary Van Phong Power Company Limited.,sumitomo_van_phong_1,https://www.sumitomocorp.com/en/jp/news/release/2019/group/12310,Sumitomo Corporation ... recently commenced construction in Vietnam on the Van Phong 1 coal-fired power project ... in which it is involved through its wholly-owned subsidiary Van Phong Power Company Limited.,2026-09-07,"Sumitomo's own release says the project company is wholly owned, so the equity share is 1; this corrects the tracker's parent field, which puts Sumitomo at 50 %"
sumitomo_corp,G100000110553,L100000104316,Van Phong power station Phase 1 Unit 2,VN,equity_direct,1.0,2019,,involved through its wholly-owned subsidiary Van Phong Power Company Limited,sumitomo_van_phong_1,https://www.sumitomocorp.com/en/jp/news/release/2019/group/12310,Sumitomo Corporation ... recently commenced construction in Vietnam on the Van Phong 1 coal-fired power project ... in which it is involved through its wholly-owned subsidiary Van Phong Power Company Limited.,sumitomo_van_phong_1,https://www.sumitomocorp.com/en/jp/news/release/2019/group/12310,Sumitomo Corporation ... recently commenced construction in Vietnam on the Van Phong 1 coal-fired power project ... in which it is involved through its wholly-owned subsidiary Van Phong Power Company Limited.,2026-09-07,"Sumitomo's own release says the project company is wholly owned, so the equity share is 1; this corrects the tracker's parent field, which puts Sumitomo at 50 %"
posco_international,G100000106995,L100000104335,Mong Duong power station Phase 2 Unit 1,VN,equity_direct,0.3,,,Posco Energy Company Limited owns 30%,aes_vietnam_mong_duong_2,https://www.aes-vietnam.com/en/aes-agrees-sell-mong-duong-2-coal-fired-plant-vietnam,"AES owns a 51% equity interest in Mong Duong 2, Posco Energy Company Limited owns 30% and Stable Investment Corporation, a subsidiary of China Investment Corporation, owns the remaining 19%.",aes_vietnam_mong_duong_2,https://www.aes-vietnam.com/en/aes-agrees-sell-mong-duong-2-coal-fired-plant-vietnam,"AES owns a 51% equity interest in Mong Duong 2, Posco Energy Company Limited owns 30% and Stable Investment Corporation, a subsidiary of China Investment Corporation, owns the remaining 19%.",2026-09-07,"AES, the majority owner, states the shareholding; POSCO Energy's power business sits in POSCO International since the 2023 merger. AES agreed in 2025 to sell its 51 % to Sev.en Global Investments, which does not change POSCO's 30 %"
posco_international,G100000106996,L100000104335,Mong Duong power station Phase 2 Unit 2,VN,equity_direct,0.3,,,Posco Energy Company Limited owns 30%,aes_vietnam_mong_duong_2,https://www.aes-vietnam.com/en/aes-agrees-sell-mong-duong-2-coal-fired-plant-vietnam,"AES owns a 51% equity interest in Mong Duong 2, Posco Energy Company Limited owns 30% and Stable Investment Corporation, a subsidiary of China Investment Corporation, owns the remaining 19%.",aes_vietnam_mong_duong_2,https://www.aes-vietnam.com/en/aes-agrees-sell-mong-duong-2-coal-fired-plant-vietnam,"AES owns a 51% equity interest in Mong Duong 2, Posco Energy Company Limited owns 30% and Stable Investment Corporation, a subsidiary of China Investment Corporation, owns the remaining 19%.",2026-09-07,"AES, the majority owner, states the shareholding; POSCO Energy's power business sits in POSCO International since the 2023 merger. AES agreed in 2025 to sell its 51 % to Sev.en Global Investments, which does not change POSCO's 30 %"
marubeni,G100000107412,L100000104345,Nghi Son coal power station Phase 2 Unit 1,VN,sponsor_award,0.5,2013,,"received the notification of an award for the development of a project to construct, own and operate",marubeni_nghi_son_2_award,https://www.marubeni.com/en/news/2013/release/00011.html,"Marubeni Corporation, together with Korea Electric Power Corporation (KEPCO) on a 50%:50% shareholding ratio, have jointly received the notification of an award for the development of a project to construct, own and operate a 1,200MW coal-fired power plant.",marubeni_nghi_son_2_award,https://www.marubeni.com/en/news/2013/release/00011.html,"Marubeni Corporation, together with Korea Electric Power Corporation (KEPCO) on a 50%:50% shareholding ratio, have jointly received the notification of an award for the development of a project to construct, own and operate a 1,200MW coal-fired power plant.",2026-09-07,"the award-stage shareholding was Marubeni 50 : KEPCO 50; the operating company's equity is now Marubeni 40 / KEPCO 50 / Tohoku 10 per the tracker, so this row records the development role, not today's equity. KEPCO's development role on the same plant is already recorded from its own history list"
marubeni,G100000107413,L100000104345,Nghi Son coal power station Phase 2 Unit 2,VN,sponsor_award,0.5,2013,,"received the notification of an award for the development of a project to construct, own and operate",marubeni_nghi_son_2_award,https://www.marubeni.com/en/news/2013/release/00011.html,"Marubeni Corporation, together with Korea Electric Power Corporation (KEPCO) on a 50%:50% shareholding ratio, have jointly received the notification of an award for the development of a project to construct, own and operate a 1,200MW coal-fired power plant.",marubeni_nghi_son_2_award,https://www.marubeni.com/en/news/2013/release/00011.html,"Marubeni Corporation, together with Korea Electric Power Corporation (KEPCO) on a 50%:50% shareholding ratio, have jointly received the notification of an award for the development of a project to construct, own and operate a 1,200MW coal-fired power plant.",2026-09-07,"the award-stage shareholding was Marubeni 50 : KEPCO 50; the operating company's equity is now Marubeni 40 / KEPCO 50 / Tohoku 10 per the tracker, so this row records the development role, not today's equity. KEPCO's development role on the same plant is already recorded from its own history list"
sumitomo_corp,G100000106718,L100000100069,Matarbari power station Phase I Unit 1,BD,epc_civil_works,,2017,,three-party consortium ... signed an EPC contract; Sumitomo responsible for civil work and port,toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"The three-party consortium of Sumitomo Corporation, Toshiba Corporation and IHI Corporation signed an EPC contract with Coal Power Generation Company Bangladesh Limited for the construction of a ultra-super critical coal-fired thermal power plant [1,200MW, 600MW x 2 units] on Matarbari Island. Sumitomo Corporation is responsible for civil work and auxiliary equipment as well as for port construction including dredging works.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
toshiba,G100000106718,L100000100069,Matarbari power station Phase I Unit 1,BD,epc_consortium_member,,2017,,"three-party consortium of Sumitomo, Toshiba and IHI signed an EPC contract",toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"The three-party consortium of Sumitomo Corporation, Toshiba Corporation and IHI Corporation signed an EPC contract with Coal Power Generation Company Bangladesh Limited for the construction of a ultra-super critical coal-fired thermal power plant [1,200MW, 600MW x 2 units] on Matarbari Island.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
ihi,G100000106718,L100000100069,Matarbari power station Phase I Unit 1,BD,epc_consortium_member,,2017,,"three-party consortium of Sumitomo, Toshiba and IHI signed an EPC contract",toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"The three-party consortium of Sumitomo Corporation, Toshiba Corporation and IHI Corporation signed an EPC contract with Coal Power Generation Company Bangladesh Limited for the construction of a ultra-super critical coal-fired thermal power plant [1,200MW, 600MW x 2 units] on Matarbari Island.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
toshiba,G100000106718,L100000100069,Matarbari power station Phase I Unit 1,BD,steam_turbine_supply,,2017,,Toshiba will supply and install the steam turbines and the generators,toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"Toshiba will supply and install the steam turbines and the generators, while IHI will be in charge of providing and installing the boilers.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
ihi,G100000106718,L100000100069,Matarbari power station Phase I Unit 1,BD,boiler_supply,,2017,,IHI will be in charge of providing and installing the boilers,toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"Toshiba will supply and install the steam turbines and the generators, while IHI will be in charge of providing and installing the boilers.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
sumitomo_corp,G100000106719,L100000100069,Matarbari power station Phase I Unit 2,BD,epc_civil_works,,2017,,three-party consortium ... signed an EPC contract; Sumitomo responsible for civil work and port,toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"The three-party consortium of Sumitomo Corporation, Toshiba Corporation and IHI Corporation signed an EPC contract with Coal Power Generation Company Bangladesh Limited for the construction of a ultra-super critical coal-fired thermal power plant [1,200MW, 600MW x 2 units] on Matarbari Island. Sumitomo Corporation is responsible for civil work and auxiliary equipment as well as for port construction including dredging works.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
toshiba,G100000106719,L100000100069,Matarbari power station Phase I Unit 2,BD,epc_consortium_member,,2017,,"three-party consortium of Sumitomo, Toshiba and IHI signed an EPC contract",toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"The three-party consortium of Sumitomo Corporation, Toshiba Corporation and IHI Corporation signed an EPC contract with Coal Power Generation Company Bangladesh Limited for the construction of a ultra-super critical coal-fired thermal power plant [1,200MW, 600MW x 2 units] on Matarbari Island.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
ihi,G100000106719,L100000100069,Matarbari power station Phase I Unit 2,BD,epc_consortium_member,,2017,,"three-party consortium of Sumitomo, Toshiba and IHI signed an EPC contract",toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"The three-party consortium of Sumitomo Corporation, Toshiba Corporation and IHI Corporation signed an EPC contract with Coal Power Generation Company Bangladesh Limited for the construction of a ultra-super critical coal-fired thermal power plant [1,200MW, 600MW x 2 units] on Matarbari Island.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
toshiba,G100000106719,L100000100069,Matarbari power station Phase I Unit 2,BD,steam_turbine_supply,,2017,,Toshiba will supply and install the steam turbines and the generators,toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"Toshiba will supply and install the steam turbines and the generators, while IHI will be in charge of providing and installing the boilers.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
ihi,G100000106719,L100000100069,Matarbari power station Phase I Unit 2,BD,boiler_supply,,2017,,IHI will be in charge of providing and installing the boilers,toshiba_matarbari_2017,https://www.global.toshiba/ww/news/corporate/2017/08/pr2301.html,"Toshiba will supply and install the steam turbines and the generators, while IHI will be in charge of providing and installing the boilers.",,,,2026-09-07,"the tracker's owner field for Matarbari names only Coal Power Generation Company Bangladesh, so these units are in scope only because this construction register names them; the release covers Phase I (1,200 MW, 600 MW x 2), not the Phase II units"
daewoo_ec,G100000105353,L100000103054,Jorf Lasfar power station Unit 5,MA,epc_consortium_member,,2011,,a consortium formed by Daewoo Engineering & Construction and Mitsui & Co. for the construction project,mhi_jorf_lasfar_turbines,https://www.mhi.com/news/1105101429.html,"MHI has received an order for two steam-turbines, 350 megawatts (MW) each, to be installed at two large-scale coal-fired thermal power plants in Morocco ... The turbines are slated to be delivered to a consortium formed by Daewoo Engineering & Construction Co., Ltd. (Daewoo E&C) and Mitsui & Co., Ltd. for the construction project. The two new power plants will be built as the No.5 and No.6 units.",,,,2026-09-07,"Jorf Lasfar is owned by TAQA Morocco, so units 5 and 6 are in scope only because this construction register names them; MHI's release does not state the consortium's internal split, so no contract share is recorded"
mitsui,G100000105353,L100000103054,Jorf Lasfar power station Unit 5,MA,epc_consortium_member,,2011,,a consortium formed by Daewoo Engineering & Construction and Mitsui & Co. for the construction project,mhi_jorf_lasfar_turbines,https://www.mhi.com/news/1105101429.html,"MHI has received an order for two steam-turbines, 350 megawatts (MW) each, to be installed at two large-scale coal-fired thermal power plants in Morocco ... The turbines are slated to be delivered to a consortium formed by Daewoo Engineering & Construction Co., Ltd. (Daewoo E&C) and Mitsui & Co., Ltd. for the construction project. The two new power plants will be built as the No.5 and No.6 units.",,,,2026-09-07,"Jorf Lasfar is owned by TAQA Morocco, so units 5 and 6 are in scope only because this construction register names them; MHI's release does not state the consortium's internal split, so no contract share is recorded"
